iter	Logloss
498	0.2227936181
499	0.2224782568
500	0.2222852975
501	0.2220983676
502	0.2218774078
503	0.2215359778
504	0.2213218279
505	0.2210890826
506	0.2206514949
507	0.2204188471
508	0.2201744724
509	0.2200267821
510	0.2198557744
511	0.2197293918
512	0.2196079459
513	0.219210632
514	0.219024346
515	0.2189016903
516	0.2187210629
517	0.2184247654
518	0.2182694262
519	0.218074984
520	0.2177625495
521	0.2176484403
522	0.2174041826
523	0.2170154152
524	0.2167496157
525	0.2164775722
526	0.2161953041
527	0.2160433991
528	0.2157392575
529	0.2155590789
530	0.2155547471
531	0.2153757978
532	0.2152308393
533	0.215027714
534	0.2149135853
535	0.2146736008
536	0.2145731699
537	0.2143646006
538	0.2141311724
539	0.2138666802
540	0.2136711647
541	0.2134271997
542	0.2133184565
543	0.2133168369
544	0.2131180434
545	0.2127844379
546	0.2125845126
547	0.2124735644
548	0.2122574828
549	0.2120277229
550	0.2118644812
551	0.2117635429
552	0.2114270301
553	0.2111514157
554	0.211008389
555	0.2107937513
556	0.210516693
557	0.2103424463
558	0.2102016049
559	0.2099889185
560	0.2097202311
561	0.2095132813
562	0.2093465273
563	0.2090763765
564	0.2088670267
565	0.2086411498
566	0.2084790203
567	0.2083316032
568	0.2080466814
569	0.207783321
570	0.2076019521
571	0.2075202532
572	0.2070903339
573	0.2070274451
574	0.2068766718
575	0.206763187
576	0.2066487266
577	0.2065256611
578	0.2062938524
579	0.20608501
580	0.2058345082
581	0.2057008085
582	0.2055197323
583	0.2053897594
584	0.2052618549
585	0.205106223
586	0.2049602694
587	0.204845848
588	0.204669689
589	0.2045386819
590	0.2044081822
591	0.2041979934
592	0.2039822435
593	0.2037745912
594	0.2036227253
595	0.2033433256
596	0.2031240049
597	0.2029150258
598	0.2027093053
599	0.20246415
600	0.2023049669
601	0.2021354031
602	0.2019489805
603	0.2019448439
604	0.2017668117
605	0.2016884884
606	0.2015177929
607	0.201378376
608	0.2011634846
609	0.200985667
610	0.2007088039
611	0.2005708894
612	0.2004262432
613	0.200226552
614	0.2000847936
615	0.1999456693
616	0.199680865
617	0.1995166281
618	0.1994301681
619	0.1992519603
620	0.1990828648
621	0.1988912519
622	0.1987505471
623	0.198691873
624	0.1984789914
625	0.1983106374
626	0.1980962729
627	0.1979750611
628	0.1978444053
629	0.1977353303
630	0.1975988012
631	0.1973971003
632	0.197215712
633	0.1969674347
634	0.1968585744
635	0.1965226273
636	0.1963604003
637	0.1960339949
638	0.1958766459
639	0.195697521
640	0.1954441314
641	0.195317183
642	0.1952198546
643	0.1949933728
644	0.194832375
645	0.1947525688
646	0.1945497362
647	0.1943476255
648	0.1942145696
649	0.1939679899
650	0.1937250396
651	0.193512919
652	0.1932941642
653	0.193148991
654	0.1929646953
655	0.1926365143
656	0.192541098
657	0.1923408216
658	0.1922238245
659	0.1919898694
660	0.1917721878
661	0.1915490816
662	0.1913580931
663	0.1912030662
664	0.190907432
665	0.1906638767
666	0.1906077587
667	0.19037355
668	0.1902850997
669	0.1901292728
670	0.1899965486
671	0.1898863809
672	0.1897130317
673	0.1895054966
674	0.1892872881
675	0.1891899206
676	0.1889847075
677	0.1888325879
678	0.1885361147
679	0.1884325618
680	0.1882569296
681	0.1881298641
682	0.1878767087
683	0.1877469699
684	0.1875892503
685	0.1874551993
686	0.187183624
687	0.187088559
688	0.1868059397
689	0.1865893898
690	0.1861956077
691	0.1860560542
692	0.1859694771
693	0.1858931832
694	0.1857515418
695	0.1855068548
696	0.1854041604
697	0.1852909098
698	0.1851362536
699	0.1850405252
700	0.1848248338
701	0.1847562278
702	0.1845905665
703	0.1843885924
704	0.1842788735
705	0.1841275735
706	0.1839724099
707	0.1837955094
708	0.1836776148
709	0.1834605966
710	0.1833168283
711	0.1832487101
712	0.1830789708
713	0.1829272219
714	0.1828006052
715	0.182638261
716	0.1824744925
717	0.1822760892
718	0.1821427797
719	0.1820072457
720	0.181823828
721	0.181701387
722	0.181534594
723	0.181308678
724	0.1812365208
725	0.1810282832
726	0.1808816076
727	0.1808217236
728	0.1806295644
729	0.180544763
730	0.18045602
731	0.1802982808
732	0.1801797228
733	0.1799668607
734	0.1798666639
735	0.1796431285
736	0.1793913195
737	0.1792109653
738	0.1790943585
739	0.1789466292
740	0.1788391347
741	0.1786525365
742	0.1784801629
743	0.1782514958
744	0.1781709481
745	0.1779812669
746	0.1778748066
747	0.1777365214
748	0.1775368303
749	0.1774359896
750	0.1773702714
751	0.1772195958
752	0.1771116525
753	0.1769932505
754	0.1769346154
755	0.1767548856
756	0.1766616548
757	0.1765242086
758	0.1764791933
759	0.176340869
760	0.1762190719
761	0.1761185434
762	0.1760185612
763	0.17588172
764	0.1757279028
765	0.175595686
766	0.1754622789
767	0.1753776921
768	0.1751819425
769	0.1750792677
770	0.1747490378
771	0.1746678657
772	0.1745911035
773	0.1744190421
774	0.1742524832
775	0.1742042873
776	0.1741358764
777	0.1739712688
778	0.1738429155
779	0.1737908171
780	0.1736676931
781	0.1736049408
782	0.1735129393
783	0.1734397088
784	0.173265462
785	0.1732128563
786	0.1731131083
787	0.173089986
788	0.1729750767
789	0.1728668408
790	0.1727860395
791	0.1726312271
792	0.1725456648
793	0.1724979566
794	0.1723599251
795	0.1721813075
796	0.1720175389
797	0.1718665706
798	0.1717311537
799	0.1716344692
800	0.1714751495
801	0.1713795577
802	0.1712159647
803	0.1711182265
804	0.1709309649
805	0.1708088555
806	0.1706416918
807	0.1704479325
808	0.1703093156
809	0.1701259564
810	0.1700531552
811	0.1699041576
812	0.1697527795
813	0.1695796254
814	0.1693813197
815	0.1692235025
816	0.1691100177
817	0.1689993231
818	0.1687890953
819	0.1686628298
820	0.1685437644
821	0.1683600735
822	0.168243935
823	0.1681132207
824	0.1679397349
825	0.167782425
826	0.1676623254
827	0.1675843924
828	0.1673849355
829	0.1673590228
830	0.167170649
831	0.166999212
832	0.1669271913
833	0.1668674245
834	0.1666966704
835	0.1665921028
836	0.1664253489
837	0.1663466939
838	0.1661839595
839	0.1660115859
840	0.1659171258
841	0.1657922067
842	0.1656200282
843	0.1655066019
844	0.1653119256
845	0.1651487619
846	0.1650067888
847	0.1649061823
848	0.164837908
849	0.1646404022
850	0.1644874826
851	0.1643158505
852	0.1641276718
853	0.1640685099
854	0.1638804287
855	0.1638056762
856	0.1637220066
857	0.1636448541
858	0.1635558575
859	0.1635230569
860	0.1634415824
861	0.1632904872
862	0.1631560265
863	0.1630475564
864	0.1629463742
865	0.1628344309
866	0.1627688103
867	0.1626353154
868	0.1625640557
869	0.1625163769
870	0.1623890674
871	0.1622797388
872	0.1621284875
873	0.1620098807
874	0.1619421917
875	0.1617780134
876	0.1616979633
877	0.1616036203
878	0.1614362712
879	0.1613803678
880	0.1613083666
881	0.1612327849
882	0.1611049486
883	0.1610380304
884	0.1607481525
885	0.1606580534
886	0.16061296
887	0.1604994557
888	0.1604235715
889	0.1603241357
890	0.1601808846
891	0.160090327
892	0.1599366756
893	0.1597531409
894	0.159660593
895	0.159544874
896	0.1594619849
897	0.1593850568
898	0.1592441471
899	0.1591347892
900	0.1590114994
901	0.1588927462
902	0.1588072033
903	0.1586556105
904	0.1585058617
905	0.1583616252
906	0.1582591454
907	0.1581169187
908	0.1580362149
909	0.1579413841
910	0.1577908938
911	0.1576887653
912	0.1575522947
913	0.1574710739
914	0.1572915392
915	0.1571643663
916	0.1570081979
917	0.15688683
918	0.1567500083
919	0.15663106
920	0.1565268729
921	0.156361914
922	0.1562923617
923	0.1561522813
924	0.156064192
925	0.1559319069
926	0.1557734653
927	0.1556451705
928	0.1555615398
929	0.1554708066
930	0.1553937322
931	0.1552043046
932	0.1551463915
933	0.1550350531
934	0.154852533
935	0.1546779447
936	0.1546393099
937	0.1545757186
938	0.1544647119
939	0.154370925
940	0.154286348
941	0.154192883
942	0.1540849398
943	0.1539029173
944	0.1538459602
945	0.1537291095
946	0.1535842583
947	0.1534458268
948	0.1532611896
949	0.1531456755
950	0.1530115269
951	0.1529137887
952	0.1527841866
953	0.1526275108
954	0.1525133333
955	0.1523403353
956	0.1522016013
957	0.152120839
958	0.1520377449
959	0.1518964646
960	0.1517696917
961	0.1517144713
962	0.151650841
963	0.1515076386
964	0.1514519304
965	0.1512875179
966	0.1511098954
967	0.1510448309
968	0.1509243802
969	0.1508406422
970	0.1507321916
971	0.1506246386
972	0.150561379
973	0.1504308598
974	0.1503480682
975	0.1502251003
976	0.150147499
977	0.1500161408
978	0.1498610748
979	0.1497181358
980	0.1495409914
981	0.1494634682
982	0.149300324
983	0.1491530826
984	0.1490949938
985	0.1490241243
986	0.1489239861
987	0.1488288431
988	0.1486617183
989	0.1485993758
990	0.1485639411
991	0.1484008555
992	0.1483091662
993	0.1481436122
994	0.1480198736
995	0.1478668174
996	0.1477346591
997	0.1475956031
998	0.147460196
999	0.1473686823
